biotoolsID,owner,repo,repo_url,repo.stargazers_count,repo.watchers_count,repo.subscribers_count,repo.forks_count,repo.open_issues_count,repo.network_count,num_contributors,num_releases,num_commits,num_pulls,avg_time_to_close_days,maturity
strainge,broadinstitute,strainge,https://github.com/broadinstitute/strainge,39.0,39.0,11.0,10.0,15.0,,,21.0,856.0,4.0,67.188,None
sreprhot,ChunhuaLiLab,SREPRHot,https://github.com/ChunhuaLiLab/SREPRHot,3.0,3.0,1.0,1.0,1.0,,,0.0,3.0,0.0,,None
ucsc_genome_browser,,,,,,,,,,,,,,,Mature
smetabf,sjl-sjtu,GWAS_meta,https://github.com/sjl-sjtu/GWAS_meta,7.0,7.0,1.0,1.0,0.0,,,0.0,120.0,0.0,,None
sizeextractr,liamlachs,SizeExtractR,https://github.com/liamlachs/SizeExtractR,2.0,2.0,1.0,0.0,0.0,,,1.0,52.0,0.0,,None
sispo,SISPO-developers,sispo,https://github.com/SISPO-developers/sispo,24.0,24.0,6.0,6.0,34.0,,,2.0,149.0,150.0,32.135,None
sam_interaction_predictor,wajidarshad,SIP,https://github.com/wajidarshad/SIP,0.0,0.0,1.0,0.0,0.0,,,0.0,3.0,0.0,,None
sinaps,ParImmune,SINAPs,https://github.com/ParImmune/SINAPs,18.0,18.0,2.0,1.0,0.0,,,0.0,12.0,0.0,,None
simscsntree,compbiofan,SimSCSnTree,https://github.com/compbiofan/SimSCSnTree.git,7.0,7.0,1.0,0.0,1.0,,,0.0,103.0,0.0,,None
segmentgeometry,jmhuie,Slicer-SegmentGeometry,https://github.com/jmhuie/Slicer-SegmentGeometry,5.0,5.0,3.0,2.0,0.0,,,1.0,296.0,4.0,0.013,None
sdc,longfei8533,SDC,https://github.com/longfei8533/SDC,6.0,6.0,1.0,0.0,0.0,,,0.0,31.0,0.0,2.959,None
omim,,,,,,,,,,,,,,,Mature
gwas_catalog,EBISPOT,goci,https://github.com/EBISPOT/goci,26.0,26.0,7.0,19.0,286.0,,,22.0,6772.0,208.0,95.11,Mature
beagle,,,,,,,,,,,,,,,None
annovar,,,,,,,,,,,,,,,Mature
GENCODE,,,,,,,,,,,,,,,Mature
shelx,,,,,,,,,,,,,,,None
rwd-cockpit,,,,,,,,,,,,,,,None
rtivity,Rilva,Rtivity,https://github.com/Rilva/Rtivity,3.0,3.0,1.0,1.0,1.0,,,0.0,50.0,0.0,,None
rpadrino,padrinoDB,Rpadrino,https://github.com/padrinoDB/Rpadrino,3.0,3.0,3.0,0.0,1.0,,,5.0,192.0,0.0,270.109,None
rnaspider,,,,,,,,,,,,,,,None
revup,wassermanlab,revup,https://github.com/wassermanlab/revup,2.0,2.0,1.0,0.0,0.0,,,0.0,40.0,1.0,,None
regscaf,lemontealala,RegScaf,https://github.com/lemontealala/RegScaf.git,7.0,7.0,2.0,0.0,2.0,,,0.0,12.0,0.0,138.782,None
realneuralnetworks.jl,seung-lab,RealNeuralNetworks.jl,https://github.com/seung-lab/RealNeuralNetworks.jl,41.0,41.0,36.0,2.0,18.0,,,9.0,294.0,26.0,91.242,None
raresim,,,,,,,,,,,,,,,None
rapidhrv,peterakirk,RapidHRV,https://github.com/peterakirk/RapidHRV,1.0,1.0,0.0,0.0,0.0,,,0.0,185.0,0.0,,None
radlex,,,,,,,,,,,,,,,None
r-pointhop,pranavkdm,R-PointHop,https://github.com/pranavkdm/R-PointHop,42.0,42.0,3.0,4.0,5.0,,,0.0,36.0,0.0,9.667,None
varscan,,,,,,,,,,,,,,,Mature
MR-Base,MRCIEU,mrbase_casestudies,https://github.com/MRCIEU/mrbase_casestudies,6.0,6.0,16.0,4.0,0.0,,,1.0,31.0,0.0,,None
yahs,c-zhou,yahs,https://github.com/c-zhou/yahs,163.0,163.0,5.0,21.0,62.0,,,11.0,60.0,0.0,34.002,None
pss_r,cjpardodelahoz,pss,https://github.com/cjpardodelahoz/pss,0.0,0.0,1.0,0.0,0.0,,,0.0,38.0,1.0,0.509,None
prosap,hcji,ProSAP_Benchmark,https://github.com/hcji/ProSAP_Benchmark,0.0,0.0,1.0,0.0,0.0,,,0.0,14.0,0.0,,None
probis-dock,,,,,,,,,,,,,,,None
portia,AntoinePassemiers,PORTIA-Manuscript,https://github.com/AntoinePassemiers/PORTIA-Manuscript,8.0,8.0,1.0,0.0,0.0,,,0.0,6.0,0.0,,None
MetaBAT_2,,,,,,,,,,,,,,,None
plasticdb,,,,,,,,,,,,,,,None
phytochemdb,,,,,,,,,,,,,,,None
phycova,TimBlokker,PhyCovA,https://github.com/TimBlokker/PhyCovA,2.0,2.0,5.0,1.0,1.0,,,0.0,30.0,1.0,63.179,None
phosvardeep,lisalikegaga,PhosVarDeep,https://github.com/lisalikegaga/PhosVarDeep,0.0,0.0,0.0,0.0,0.0,,,0.0,6.0,0.0,,None
phitestr,Vivianstats,PhitestR,https://github.com/Vivianstats/PhitestR,5.0,5.0,3.0,0.0,2.0,,,0.0,7.0,0.0,2.197,None
GTDB,Ecogenomics,gtdb-species-clusters,https://github.com/Ecogenomics/gtdb-species-clusters,20.0,20.0,3.0,3.0,0.0,,,9.0,187.0,4.0,,None
emerald_metagenomics_annotations_pipeline,,,,,,,,,,,,,,,Mature
plantcare,,,,,,,,,,,,,,,None
ufboot2,,,,,,,,,,,,,,,None
phylobayesmpi,bayesiancook,pbmpi,https://github.com/bayesiancook/pbmpi,28.0,28.0,6.0,8.0,5.0,,,2.0,223.0,3.0,224.487,None
eggnog-mapper,jhcepas,eggnog-mapper,https://github.com/jhcepas/eggnog-mapper/wiki,669.0,669.0,15.0,113.0,134.0,,,20.0,996.0,34.0,39.498,Mature
pharmrf,Prasanth-Kumar87,PharmRF,https://github.com/Prasanth-Kumar87/PharmRF,2.0,2.0,1.0,0.0,0.0,,,0.0,38.0,0.0,,None
pentunfold,,,,,,,,,,,,,,,None
pdfdataextractor,cat-lemonade,PDFDataExtractor,https://github.com/cat-lemonade/PDFDataExtractor,73.0,73.0,3.0,13.0,1.0,,,0.0,30.0,3.0,129.391,None
pdbl,linjiatai,PDBL,https://github.com/linjiatai/PDBL,17.0,17.0,1.0,2.0,1.0,,,0.0,26.0,0.0,8.1,None
panprova,InfOmics,PANPROVA,https://github.com/InfOmics/PANPROVA,10.0,10.0,2.0,0.0,0.0,,,0.0,92.0,0.0,40.033,None
open_lab,Yury-Shevchenko,openlab,https://github.com/Yury-Shevchenko/openlab,5.0,5.0,1.0,2.0,0.0,,,0.0,339.0,0.0,26.071,None
omaru,toshi-kishikawa,OMARU,https://github.com/toshi-kishikawa/OMARU,4.0,4.0,1.0,0.0,1.0,,,0.0,119.0,0.0,8.553,None
multibac,ConesaLab,MultiBaC,https://github.com/ConesaLab/MultiBaC.git,7.0,7.0,3.0,2.0,5.0,,,0.0,63.0,0.0,264.821,None
m6_aexpress-reader,NWPU-903PR,m6AexpressReader,https://github.com/NWPU-903PR/m6AexpressReader,0.0,0.0,1.0,0.0,0.0,,,0.0,102.0,0.0,,None
vargwas,MRCIEU,varGWASR,https://github.com/MRCIEU/varGWASR,2.0,2.0,6.0,1.0,0.0,,,0.0,23.0,0.0,,None
uk-reach,,,,,,,,,,,,,,,None
treatmentpatterns,mi-erasmusmc,TreatmentPatterns,https://github.com/mi-erasmusmc/TreatmentPatterns,19.0,19.0,2.0,20.0,11.0,,,0.0,56.0,4.0,61.623,None
thex,harris-2374,THEx,https://github.com/harris-2374/THEx,14.0,14.0,2.0,2.0,0.0,,,0.0,15.0,0.0,38.52,None
telr,bergmanlab,telr,https://github.com/bergmanlab/telr,35.0,35.0,4.0,10.0,8.0,,,4.0,225.0,18.0,142.729,None
taiwangenomes,,,,,,,,,,,,,,,None
syncmer_mapping,Shamir-Lab,syncmer_mapping,https://github.com/Shamir-Lab/syncmer_mapping,8.0,8.0,5.0,1.0,0.0,,,0.0,21.0,0.0,2.063,None
strainscan,liaoherui,strainScan,https://github.com/liaoherui/strainScan,43.0,43.0,3.0,7.0,11.0,,,0.0,192.0,2.0,11.582,None
sliman,,,,,,,,,,,,,,,None
spotlink,DICP1810,SpotLink,https://github.com/DICP1810/SpotLink,3.0,3.0,0.0,0.0,0.0,,,4.0,52.0,0.0,,None
wsdl-ad,sdnjly,WSDL-AD,https://github.com/sdnjly/WSDL-AD,8.0,8.0,1.0,0.0,3.0,,,0.0,7.0,0.0,,None
viterbrain,neurodata,brainlit,https://github.com/neurodata/brainlit/releases/tag/v0.3.3,29.0,29.0,4.0,17.0,73.0,,,6.0,3363.0,290.0,142.956,None
vaxi-dl,,,,,,,,,,,,,,,None
chimera,,,,,,,,,,,,,,,None
amber,,,,,,,,,,,,,,,None
spider,,,,,,,,,,,,,,,Mature
eman,,,,,,,,,,,,,,,None
modeller,,,,,,,,,,,,,,,None
phyre,,,,,,,,,,,,,,,None
swiss_model,,,,,,,,,,,,,,,None
i-tasser,,,,,,,,,,,,,,,None
ligplot,,,,,,,,,,,,,,,None
gromacs,,,,,,,,,,,,,,,Mature
aa-score,xundrug,AA-Score-Tool,https://github.com/xundrug/AA-Score-Tool,37.0,37.0,1.0,17.0,4.0,,,0.0,24.0,0.0,,None
acconet,MathLee,ACCoNet,https://github.com/MathLee/ACCoNet,30.0,30.0,1.0,5.0,4.0,,,0.0,16.0,0.0,,None
adpfunchisq,,,,,,,,,,,,,,,None
agln,zhasen1996,AGLN,https://github.com/zhasen1996/AGLN,24.0,24.0,1.0,5.0,0.0,,,0.0,14.0,1.0,0.0,None
ahtps,,,,,,,,,,,,,,,None
alfatclust,phglab,ALFATClust,https://github.com/phglab/ALFATClust,27.0,27.0,2.0,6.0,2.0,,,0.0,38.0,1.0,15.747,None
amm,llnl,amm,https://github.com/llnl/amm,7.0,7.0,3.0,0.0,0.0,,,0.0,1.0,0.0,,None
athena,AI4SCR,ATHENA,https://github.com/AI4SCR/ATHENA,35.0,35.0,2.0,6.0,4.0,,,1.0,278.0,5.0,7.251,None
atted-ii,,,,,,,,,,,,,,,None
autocov,smaster7,AutoCoV,https://github.com/smaster7/AutoCoV,1.0,1.0,1.0,0.0,0.0,,,0.0,20.0,0.0,,None
ufloss,mikgroup,UFLoss,https://github.com/mikgroup/UFLoss,31.0,31.0,5.0,7.0,6.0,,,0.0,52.0,0.0,13.278,None
trnastudio,GeneTranslationLab-IRB,tRNAstudio,https://github.com/GeneTranslationLab-IRB/tRNAstudio,2.0,2.0,0.0,0.0,0.0,,,0.0,211.0,0.0,,None
tppred-atmv,cokeyk,TPpred-ATMV,https://github.com/cokeyk/TPpred-ATMV,2.0,2.0,1.0,0.0,1.0,,,0.0,10.0,0.0,,None
topp,,,,,,,,,,,,,,,None
tiglon,yutingsdu,Tiglon-v.1.1,https://github.com/yutingsdu/Tiglon-v.1.1.git,1.0,1.0,2.0,0.0,0.0,,,0.0,46.0,0.0,15.576,None
tidd,HonglanLi,TIDD,https://github.com/HonglanLi/TIDD,0.0,0.0,1.0,0.0,0.0,,,0.0,7.0,0.0,,None
teff,isglobal-brge,teff,https://github.com/isglobal-brge/teff,0.0,0.0,2.0,1.0,0.0,,,0.0,23.0,2.0,,None
swissbiopics,,,,,,,,,,,,,,,None
svanna,TheJacksonLaboratory,SvAnn,https://github.com/TheJacksonLaboratory/SvAnn,38.0,38.0,6.0,4.0,10.0,,,11.0,873.0,120.0,97.438,None
suitor,binzhulab,SUITOR,https://github.com/binzhulab/SUITOR,0.0,0.0,1.0,0.0,1.0,,,0.0,51.0,0.0,,None
subphaser,zhangrengang,SubPhaser,https://github.com/zhangrengang/SubPhaser,69.0,69.0,3.0,12.0,34.0,,,4.0,121.0,0.0,52.757,None
steer_ndetect,Biomedical-Imaging-Group,Steer-n-Detect,https://github.com/Biomedical-Imaging-Group/Steer-n-Detect,6.0,6.0,1.0,0.0,0.0,,,0.0,5.0,0.0,,None
stdeconvolve,JEFworks-Lab,STdeconvolve,https://github.com/JEFworks-Lab/STdeconvolve,148.0,148.0,4.0,18.0,20.0,,,0.0,223.0,11.0,37.401,None
blast,,,,,,,,,,,,,,,Mature
automrm,,,,,,,,,,,,,,,None
autosolvate,Liu-group,AutoSolvate,https://github.com/Liu-group/AutoSolvate,54.0,54.0,6.0,13.0,13.0,,,2.0,404.0,47.0,2.305,None
bafinder,BAFinder,bafinder.github.io,https://github.com/BAFinder/bafinder.github.io,2.0,2.0,1.0,0.0,0.0,,,0.0,62.0,0.0,,None
bash-gn,,,,,,,,,,,,,,,None
binmat,,,,,,,,,,,,,,,None
bioalbert,usmaann,BioALBERT,https://github.com/usmaann/BioALBERT,29.0,29.0,4.0,5.0,4.0,,,0.0,23.0,0.0,0.064,None
biodica,,,,,,,,,,,,,,,None
bitsc2,ucasdp,BiTSC2,https://github.com/ucasdp/BiTSC2,6.0,6.0,1.0,2.0,2.0,,,0.0,70.0,0.0,,None
bivrec,,,,,,,,,,,,,,,None
bmc_caller,,,,,,,,,,,,,,,None
boost-rs,HassounLab,Boost-RS,https://github.com/HassounLab/Boost-RS,6.0,6.0,2.0,2.0,0.0,,,0.0,15.0,0.0,37.067,None
bpprc,,,,,,,,,,,,,,,None
breakalign,marchiem,breakalign,https://github.com/marchiem/breakalign,4.0,4.0,2.0,0.0,0.0,,,0.0,69.0,0.0,,None
bscm2tdb,,,,,,,,,,,,,,,None
ccdb_chemical,,,,,,,,,,,,,,,None
cellhashr,BimberLab,cellhashR,https://github.com/BimberLab/cellhashR,31.0,31.0,3.0,8.0,1.0,,,4.0,220.0,134.0,30.845,None
cgmquantify,DigitalBiomarkerDiscoveryPipeline,cgmquantify-R,https://github.com/DigitalBiomarkerDiscoveryPipeline/cgmquantify-R,0.0,0.0,0.0,1.0,0.0,,,0.0,14.0,0.0,,None
chapao,ashiq24,CHAPAO,https://github.com/ashiq24/CHAPAO,0.0,0.0,0.0,0.0,0.0,,,1.0,19.0,0.0,,None
cime,jku-vds-lab,cime,http://github.com/jku-vds-lab/cime,32.0,32.0,4.0,7.0,2.0,,,0.0,580.0,16.0,,None
claffinity,stevenshave,competition-label-affinity,https://github.com/stevenshave/competition-label-affinity,2.0,2.0,1.0,3.0,0.0,,,2.0,35.0,0.0,,None
classifierc,,,,,,,,,,,,,,,None
cnnpogtp,,,,,,,,,,,,,,,None
covid-19_gph,,,,,,,,,,,,,,,None
covid-opt-ainet,faizakhan1925,COVID-opt-aiNet,https://github.com/faizakhan1925/COVID-opt-aiNet,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,,None
covid-profiler,jodyphelan,covid-profiler,https://github.com/jodyphelan/covid-profiler,2.0,2.0,1.0,1.0,0.0,,,0.0,134.0,17.0,,None
cssr,pylelab,CSSR,https://github.com/pylelab/CSSR,4.0,4.0,2.0,1.0,0.0,,,0.0,26.0,0.0,,None
d3ai-cov,,,,,,,,,,,,,,,None
darling,,,,,,,,,,,,,,,None
decosus,caanene1,Decosus,http://github.com/caanene1/Decosus,2.0,2.0,1.0,3.0,1.0,,,0.0,53.0,10.0,293.265,None
decs,bsml320,deCS,https://github.com/bsml320/deCS,7.0,7.0,1.0,1.0,0.0,,,0.0,7.0,0.0,,None
deep_hyperscanning,dmatthes1982,MPI_CBS-DEEP,https://github.com/dmatthes1982/MPI_CBS-DEEP,7.0,7.0,1.0,3.0,5.0,,,0.0,47.0,3.0,,None
deep6mapred,,,,,,,,,,,,,,,None
deephos,seungjinna,deephos,https://github.com/seungjinna/deephos,3.0,3.0,1.0,0.0,0.0,,,0.0,32.0,0.0,,None
deeppfp-co,,,,,,,,,,,,,,,None
deeprepeat,WGLab,DeepRepeat,https://github.com/WGLab/DeepRepeat,23.0,23.0,5.0,4.0,10.0,,,1.0,48.0,3.0,74.164,None
deepseparator,ncclabsustech,DeepSeparator,https://github.com/ncclabsustech/DeepSeparator,79.0,79.0,1.0,15.0,5.0,,,0.0,5.0,0.0,,None
deepspectrumlite,DeepSpectrum,DeepSpectrumLite,https://github.com/DeepSpectrum/DeepSpectrumLite,18.0,18.0,5.0,4.0,0.0,,,2.0,41.0,9.0,9.326,None
delfta,josejimenezluna,delfta,https://github.com/josejimenezluna/delfta,103.0,103.0,4.0,17.0,2.0,,,9.0,370.0,41.0,14.839,None
depht,chg60,DEPhT,https://github.com/chg60/DEPhT.git,22.0,22.0,2.0,4.0,6.0,,,9.0,357.0,38.0,103.351,None
dicoderma,dermatologist,dicom-dermatology,https://github.com/dermatologist/dicom-dermatology,3.0,3.0,1.0,0.0,0.0,,,0.0,11.0,1.0,,None
pathvarweb,,,,,,,,,,,,,,,Mature
repexplore,,,,,,,,,,,,,,,None
arraymining.net,,,,,,,,,,,,,,,None
vrmlgen,,,,,,,,,,,,,,,Legacy
phantompeakqualtools,,,,,,,,,,,,,,,Mature
protein_sequence_logos,,,,,,,,,,,,,,,None
zygprob,,,,,,,,,,,,,,,None
topogsa,,,,,,,,,,,,,,,None
pathexpand,,,,,,,,,,,,,,,None
enrichnet,,,,,,,,,,,,,,,Mature
ssh2.0,,,,,,,,,,,,,,,None
sriq,StaafLab,SRIQ,https://github.com/StaafLab/SRIQ,6.0,6.0,0.0,2.0,0.0,,,0.0,183.0,0.0,,None
srg-vote,Xshelton,SRG-vote,https://github.com/Xshelton/SRG-vote,1.0,1.0,1.0,0.0,0.0,,,0.0,68.0,0.0,,None
sporos,ebartom,SPOROS,https://github.com/ebartom/SPOROS,1.0,1.0,1.0,0.0,0.0,,,0.0,79.0,0.0,,None
simsi-transfer,kusterlab,SIMSI-Transfer,https://github.com/kusterlab/SIMSI-Transfer,2.0,2.0,5.0,4.0,9.0,,,26.0,263.0,19.0,115.869,None
simplot_plusplus,Stephane-S,Simplot_PlusPlus,https://github.com/Stephane-S/Simplot_PlusPlus,39.0,39.0,3.0,7.0,7.0,,,4.0,52.0,1.0,,None
simpa,IMSY-DKFZ,simpa_paper_experiments,https://github.com/IMSY-DKFZ/simpa_paper_experiments,11.0,11.0,3.0,4.0,0.0,,,0.0,82.0,0.0,,None
sieve,YinanZhang522,SIEVE,https://github.com/YinanZhang522/SIEVE,0.0,0.0,1.0,0.0,0.0,,,0.0,40.0,0.0,,None
selenergyperm,andrew84830813,selEnergyPermR,https://github.com/andrew84830813/selEnergyPermR,4.0,4.0,1.0,1.0,1.0,,,0.0,50.0,0.0,,None
sclr,cyhsuTN,scLR,https://github.com/cyhsuTN/scLR,6.0,6.0,1.0,1.0,0.0,,,0.0,125.0,0.0,,None
scgraph,QijinYin,scGraph,https://github.com/QijinYin/scGraph,11.0,11.0,3.0,7.0,4.0,,,0.0,10.0,0.0,,None
scdeconv,yuabrahamliu,scDeconv,https://github.com/yuabrahamliu/scDeconv,6.0,6.0,1.0,3.0,0.0,,,0.0,155.0,0.0,2.564,None
scampp,chry04,PLUSplacer,https://github.com/chry04/PLUSplacer,7.0,7.0,2.0,6.0,1.0,,,3.0,30.0,1.0,,None
scaanet,KrishnaswamyLab,AAnet,https://github.com/KrishnaswamyLab/AAnet,37.0,37.0,4.0,12.0,4.0,,,0.0,73.0,8.0,621.188,None
satinn,conradlab,SATINN,http://github.com/conradlab/SATINN,2.0,2.0,2.0,0.0,1.0,,,0.0,29.0,0.0,,None
cap3,,,,,,,,,,,,,,,None
rodan,biodlab,RODAN,https://github.com/biodlab/RODAN,11.0,11.0,1.0,3.0,0.0,,,1.0,24.0,1.0,171.388,None
ravaq,,,,,,,,,,,,,,,None
rattnetfold,,,,,,,,,,,,,,,None
qrnastruct,gterai,QRNAstruct,https://github.com/gterai/QRNAstruct,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,None
pytoxo,bglezseoane,pytoxo,https://github.com/bglezseoane/pytoxo,2.0,2.0,3.0,0.0,0.0,,,0.0,608.0,3.0,,None
pylenm,ALTEMIS-DOE,pylenm,https://github.com/ALTEMIS-DOE/pylenm,1.0,1.0,0.0,1.0,0.0,,,0.0,194.0,1.0,353.662,None
ptncrnadb,,,,,,,,,,,,,,,None
pssmcool,BioCool-Lab,PSSMCOOL,https://github.com/BioCool-Lab/PSSMCOOL/issues,4.0,4.0,1.0,5.0,1.0,,,0.0,59.0,0.0,,None
psrr,,,,,,,,,,,,,,,None
probc,seferlab,probc,http://www.github.com/seferlab/probc,,,,,,,,,,,,None
portfoliodiet.app,,,,,,,,,,,,,,,None
pltdb,,,,,,,,,,,,,,,None
pfmuldl,idrblab,PFmulDL,https://github.com/idrblab/PFmulDL,7.0,7.0,0.0,3.0,0.0,,,0.0,17.0,1.0,,None
pep-pred_na,,,,,,,,,,,,,,,None
pentad,magnitov,pentad,https://github.com/magnitov/pentad,14.0,14.0,1.0,1.0,0.0,,,0.0,68.0,7.0,508.813,None
dimelo-seq,amaslan,dimelo-seq,https://github.com/amaslan/dimelo-seq/,4.0,4.0,1.0,2.0,2.0,,,0.0,40.0,0.0,,None
distema,jianlin-cheng,DISTEMA,https://github.com/jianlin-cheng/DISTEMA,4.0,4.0,2.0,1.0,0.0,,,0.0,89.0,0.0,,None
dmnet,,,,,,,,,,,,,,,None
dnazymebuilder,,,,,,,,,,,,,,,None
dp5,Goodman-lab,DP5,https://github.com/Goodman-lab/DP5,193.0,193.0,18.0,107.0,20.0,,,1.0,336.0,20.0,59.527,None
dr-gan,Tan-H-C,DR-GAN-Distribution-Regularization-for-Text-to-Image-Generation,https://github.com/Tan-H-C/DR-GAN-Distribution-Regularization-for-Text-to-Image-Generation,2.0,2.0,1.0,1.0,0.0,,,0.0,8.0,0.0,,None
patchwork_protein,,,,,,,,,,,,,,,None
patchman,,,,,,,,,,,,,,,None
pangolin,tkzeng,Pangolin,https://github.com/tkzeng/Pangolin,81.0,81.0,4.0,41.0,21.0,,,1.0,28.0,9.0,10.869,None
pandemoncat,,,,,,,,,,,,,,,None
panama,anuj2054,Neuron-Simulator-Software,https://github.com/anuj2054/Neuron-Simulator-Software,0.0,0.0,1.0,1.0,0.0,,,0.0,12.0,0.0,,None
ospred_tool,AstraZeneca,OSPred,https://github.com/AstraZeneca/OSPred,,,,,,,,,,,,None
osgc,,,,,,,,,,,,,,,None
opfi,wilkelab,Opfi,https://github.com/wilkelab/Opfi,21.0,21.0,4.0,5.0,3.0,,,3.0,623.0,131.0,100.017,None
openmha,,,,,,,,,,,,,,,None
ocat,bowang-lab,OCAT,https://github.com/bowang-lab/OCAT,18.0,18.0,1.0,3.0,2.0,,,3.0,299.0,5.0,37.925,None
nr-toxpred,,,,,,,,,,,,,,,None
nlp_natural_language,,,,,,,,,,,,,,,None
nifthool,JefferDSP,NIFTHool,https://github.com/JefferDSP/NIFTHool/tree/v1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,4.0,0.0,,None
nextcast,fhaive,nextcast,https://github.com/fhaive/nextcast,1.0,1.0,1.0,0.0,0.0,,,0.0,5.0,0.0,,None
neuroxai,razeineldin,NeuroXAI,https://github.com/razeineldin/NeuroXAI,21.0,21.0,1.0,1.0,1.0,,,0.0,7.0,0.0,,None
neuroblu,,,,,,,,,,,,,,,None
nanoforms,czmilanna,nanoforms,https://github.com/czmilanna/nanoforms,11.0,11.0,1.0,1.0,0.0,,,0.0,12.0,0.0,,None
nano2ngs-muta,langjidong,Nano2NGS,https://github.com/langjidong/Nano2NGS,4.0,4.0,1.0,3.0,1.0,,,0.0,11.0,0.0,,None
mvib,nec-research,microbiome-mvib,https://github.com/nec-research/microbiome-mvib,25.0,25.0,0.0,2.0,0.0,,,9.0,54.0,0.0,,None
mutcov,,,,,,,,,,,,,,,None
mttb,,,,,,,,,,,,,,,None
moet,,,,,,,,,,,,,,,None
mirkat-mc,Zhiwen-Owen-Jiang,MiRKATMC,https://github.com/Zhiwen-Owen-Jiang/MiRKATMC,1.0,1.0,1.0,1.0,0.0,,,0.0,12.0,0.0,,None
miragdb,,,,,,,,,,,,,,,None
mhcroberta,FuxuWang,MHCRoBERTa,https://github.com/FuxuWang/MHCRoBERTa,3.0,3.0,2.0,1.0,1.0,,,0.0,2.0,0.0,,None
mcnn,biomg,MCNN,https://github.com/biomg/MCNN,3.0,3.0,1.0,0.0,0.0,,,0.0,44.0,0.0,,None
mbdenoise,YanyZeng,mbDenoise,https://github.com/YanyZeng/mbDenoise,5.0,5.0,1.0,0.0,1.0,,,0.0,8.0,0.0,,None
marcopolo,chanwkimlab,MarcoPolo,https://github.com/chanwkimlab/MarcoPolo,20.0,20.0,1.0,2.0,5.0,,,0.0,54.0,0.0,6.777,None
lpinsider,qiufengdiewu,LPInsider,https://github.com/qiufengdiewu/LPInsider,1.0,1.0,1.0,0.0,0.0,,,0.0,5.0,0.0,,None
loopgrafter,,,,,,,,,,,,,,,None
linda,zhouhj1994,LinDA,https://github.com/zhouhj1994/LinDA,37.0,37.0,2.0,3.0,20.0,,,0.0,24.0,1.0,82.612,None
kemet,Matteopaluh,KEMET,https://github.com/Matteopaluh/KEMET,32.0,32.0,3.0,7.0,5.0,,,1.0,54.0,8.0,37.05,None
isfun,,,,,,,,,,,,,,,None
input,,,,,,,,,,,,,,,None
inparanoid-diamond,,,,,,,,,,,,,,,None
idpr,wmm27,idpr,https://github.com/wmm27/idpr,5.0,5.0,2.0,1.0,0.0,,,0.0,109.0,2.0,,None
human-virus_ppis,,,,,,,,,,,,,,,None
hordb,,,,,,,,,,,,,,,None
invertebratefungi,,,,,,,,,,,,,,,None
hifine,dyxstat,HiFine,https://github.com/dyxstat/HiFine,3.0,3.0,1.0,2.0,0.0,,,1.0,35.0,0.0,,None
visustatr,grrchrr,VisuStatR,https://github.com/grrchrr/VisuStatR/,2.0,2.0,1.0,1.0,0.0,,,0.0,44.0,1.0,,None
graphreg,karbalayghareh,GraphReg,https://github.com/karbalayghareh/GraphReg,27.0,27.0,2.0,5.0,4.0,,,0.0,90.0,0.0,1.979,None
graph_mapping,,,,,,,,,,,,,,,None
graph-dom,Usman095,Graph-DOM,https://github.com/Usman095/Graph-DOM,3.0,3.0,1.0,4.0,0.0,,,1.0,47.0,0.0,17.697,None
grapes,,,,,,,,,,,,,,,None
graingenes,,,,,,,,,,,,,,,None
gnn-surrogate,trainsn,GNN-Surrogate,https://github.com/trainsn/GNN-Surrogate,24.0,24.0,1.0,3.0,0.0,,,0.0,29.0,0.0,,None
gmhcc,yifuLu,GMHCC,https://github.com/yifuLu/GMHCC,6.0,6.0,1.0,1.0,0.0,,,0.0,49.0,0.0,,None
gess_v2,,,,,,,,,,,,,,,None
gene-scout,,,,,,,,,,,,,,,None
geinfo,,,,,,,,,,,,,,,None
freesurfer_suite,freesurfer,freesurfer,https://github.com/freesurfer/freesurfer,749.0,749.0,29.0,272.0,32.0,,,0.0,33780.0,1122.0,117.471,None
frdsm,,,,,,,,,,,,,,,None
fod-net,ruizengalways,FOD-Net,https://github.com/ruizengalways/FOD-Net,26.0,26.0,2.0,7.0,4.0,,,0.0,17.0,0.0,,None
findit2,shangguandong1996,FindIT2_paper_relatedCode,https://github.com/shangguandong1996/FindIT2_paper_relatedCode,1.0,1.0,1.0,0.0,0.0,,,0.0,5.0,0.0,,None
gnha,,,,,,,,,,,,,,,None
drugcvar,,,,,,,,,,,,,,,None
eccdnadb,solo7773,eccDNAdb,https://github.com/solo7773/eccDNAdb,1.0,1.0,1.0,0.0,0.0,,,0.0,7.0,0.0,,None
edese,pmglab,eDESE,https://github.com/pmglab/eDESE,1.0,1.0,1.0,0.0,0.0,,,0.0,13.0,0.0,,None
edn,yuhuan-wu,EDN,https://github.com/yuhuan-wu/EDN,50.0,50.0,2.0,4.0,0.0,,,1.0,19.0,0.0,102.69,None
elixir-a,sfernando-BAEN,ELIXIR-A,https://github.com/sfernando-BAEN/ELIXIR-A/releases,10.0,10.0,2.0,3.0,0.0,,,3.0,90.0,0.0,93.126,None
